data_product_name	spase_resource_id	doi	publication_date	published_by	authors	resource_name	citation	description	format	measurement_type_list	processing_level
bar_2o_l2_ephm	NASA/NumericalData/BARREL/2O/Ephemeris/L2/PT4S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 2O Ephemeris (EPHM) Geographic and Magnetic Coordinates, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 2O Ephemeris (EPHM) Geographic and Magnetic Coordinates, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	Geographic and Magnetic Coordinates: The ephemeris data products, which include the balloon epoch time, latitude, longitude, and altitude, are each returned from the payload once every 4s. Geographic coordinates are obtained from an onboard Global Positioning System, GPS, unit. Magnetic coordinates are derived by using the International Radiation Belt Environment Modeling, IRBEM, FORTRAN library.	CDF	Ephemeris InstrumentStatus	Calibrated
bar_2o_l2_fspc	NASA/NumericalData/BARREL/2O/FastSpectra/L2/PT0.05S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 2O X-ray Spectrometer (FSPC) Bremsstrahlung X-ray Spectrum Fast Time Resolution, Level 2, 0.05 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 2O X-ray Spectrometer (FSPC) Bremsstrahlung X-ray Spectrum Fast Time Resolution, Level 2, 0.05 s Data [Data set]. NASA Space Physics Data Facility.	FSPC: Six channels of fast time resolution, 50 ms, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. Each channel is separated in its own variable: FSPC1a, FSPC1b, FSPC1c, FSPC2, FSPC3, and FSPC4. The nominal energy range covered by the six channels ranges from 0 MeV to 1.5 MeV.	CDF	Irradiance	Calibrated
bar_2o_l2_hkpg	NASA/NumericalData/BARREL/2O/Housekeeping/L2/PT40S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 2O Data Processing Unit (HKPG) Analog Housekeeping Voltage, Temperature, Current and Payload Status, Level 2, 40 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 2O Data Processing Unit (HKPG) Analog Housekeeping Voltage, Temperature, Current and Payload Status, Level 2, 40 s Data [Data set]. NASA Space Physics Data Facility.	Housekeeping voltage, temperature, current, and payload status values returned every 40 s. NOTE: The analog sensor data in these records are based on the nominal BARREL housekeeping layout. Some payloads may have small differences that are not reflected here. If there is specific sensor data that you need that looks questionable, please contact the BARREL team for clarification.	CDF	InstrumentStatus	Calibrated
bar_2o_l2_magn	NASA/NumericalData/BARREL/2O/Magnetometer/L2/PT0.25S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 2O Tri-axial Fluxgate Magnetometer (MAGN) Magnetic Field. Data are neither Gain corrected nor despun, Level 2, 0.25 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 2O Tri-axial Fluxgate Magnetometer (MAGN) Magnetic Field. Data are neither Gain corrected nor despun, Level 2, 0.25 s Data [Data set]. NASA Space Physics Data Facility.	Three axis DC magnetometer data with nominal conversions applied. Data are neither gain corrected nor despun.	CDF	MagneticField	Calibrated
bar_2o_l2_mspc	NASA/NumericalData/BARREL/2O/Miscellaneous/L2/PT1S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 2O X-ray Spectrometer (MSPC) Bremsstrahlung X-ray Spectrum Medium Time Resolution, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 2O X-ray Spectrometer (MSPC) Bremsstrahlung X-ray Spectrum Medium Time Resolution, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	MSPC: 48 channels of medium time resolution, 4 s, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. The nominal energy range covered by the 48 channels ranges from 0 MeV to 4 MeV. All channels are combined to a single variable named MSPC.	CDF	Irradiance	Calibrated
bar_2o_l2_rcnt	NASA/NumericalData/BARREL/2O/RateCounter/L2/PT4S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 2O Rate Counter (RCNT) NaI Scintillator Diagnostics, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 2O Rate Counter (RCNT) NaI Scintillator Diagnostics, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	This data product consists of measurements from rate counters. The rate count data are diagnostic fields, have uncalibrated energy ranges, and wrap near or above 16384 counts/s. The rate count values are stored as 4 s accumulations of counts.	CDF	Irradiance	Calibrated
bar_2o_l2_sspc	NASA/NumericalData/BARREL/2O/SlowSpectra/L2/PT32S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 2O X-ray Spectrometer (SSPC) Bremsstrahlung X-ray Spectrum Slow Time Resolution, Level 2, 32 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 2O X-ray Spectrometer (SSPC) Bremsstrahlung X-ray Spectrum Slow Time Resolution, Level 2, 32 s Data [Data set]. NASA Space Physics Data Facility.	SSPC: 256 channels of slow time resolution, 32 s, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. The nominal energy range covered by the 256 channels ranges from 0 MeV to 10 MeV. All channels are combined to a single variable named SSPC.	CDF	Irradiance	Calibrated
bar_2p_l2_ephm	NASA/NumericalData/BARREL/2P/Ephemeris/L2/PT4S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 2P Ephemeris (EPHM) Geographic and Magnetic Coordinates, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 2P Ephemeris (EPHM) Geographic and Magnetic Coordinates, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	Geographic and Magnetic Coordinates: The ephemeris data products, which include the balloon epoch time, latitude, longitude, and altitude, are each returned from the payload once every 4s. Geographic coordinates are obtained from an onboard Global Positioning System, GPS, unit. Magnetic coordinates are derived by using the International Radiation Belt Environment Modeling, IRBEM, FORTRAN library.	CDF	Ephemeris InstrumentStatus	Calibrated
bar_2p_l2_fspc	NASA/NumericalData/BARREL/2P/FastSpectra/L2/PT0.05S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 2P X-ray Spectrometer (FSPC) Bremsstrahlung X-ray Spectrum Fast Time Resolution, Level 2, 0.05 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 2P X-ray Spectrometer (FSPC) Bremsstrahlung X-ray Spectrum Fast Time Resolution, Level 2, 0.05 s Data [Data set]. NASA Space Physics Data Facility.	FSPC: Six channels of fast time resolution, 50 ms, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. Each channel is separated in its own variable: FSPC1a, FSPC1b, FSPC1c, FSPC2, FSPC3, and FSPC4. The nominal energy range covered by the six channels ranges from 0 MeV to 1.5 MeV.	CDF	Irradiance	Calibrated
bar_2p_l2_hkpg	NASA/NumericalData/BARREL/2P/Housekeeping/L2/PT40S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 2P Data Processing Unit (HKPG) Analog Housekeeping Voltage, Temperature, Current and Payload Status, Level 2, 40 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 2P Data Processing Unit (HKPG) Analog Housekeeping Voltage, Temperature, Current and Payload Status, Level 2, 40 s Data [Data set]. NASA Space Physics Data Facility.	Housekeeping voltage, temperature, current, and payload status values returned every 40 s. NOTE: The analog sensor data in these records are based on the nominal BARREL housekeeping layout. Some payloads may have small differences that are not reflected here. If there is specific sensor data that you need that looks questionable, please contact the BARREL team for clarification.	CDF	InstrumentStatus	Calibrated
bar_2p_l2_magn	NASA/NumericalData/BARREL/2P/Magnetometer/L2/PT0.25S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 2P Tri-axial Fluxgate Magnetometer (MAGN) Magnetic Field. Data are neither Gain corrected nor despun, Level 2, 0.25 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 2P Tri-axial Fluxgate Magnetometer (MAGN) Magnetic Field. Data are neither Gain corrected nor despun, Level 2, 0.25 s Data [Data set]. NASA Space Physics Data Facility.	Three axis DC magnetometer data with nominal conversions applied. Data are neither gain corrected nor despun.	CDF	MagneticField	Calibrated
bar_2p_l2_mspc	NASA/NumericalData/BARREL/2P/Miscellaneous/L2/PT1S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 2P X-ray Spectrometer (MSPC) Bremsstrahlung X-ray Spectrum Medium Time Resolution, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 2P X-ray Spectrometer (MSPC) Bremsstrahlung X-ray Spectrum Medium Time Resolution, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	MSPC: 48 channels of medium time resolution, 4 s, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. The nominal energy range covered by the 48 channels ranges from 0 MeV to 4 MeV. All channels are combined to a single variable named MSPC.	CDF	Irradiance	Calibrated
bar_2p_l2_rcnt	NASA/NumericalData/BARREL/2P/RateCounter/L2/PT4S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 2P Rate Counter (RCNT) NaI Scintillator Diagnostics, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 2P Rate Counter (RCNT) NaI Scintillator Diagnostics, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	This data product consists of measurements from rate counters. The rate count data are diagnostic fields, have uncalibrated energy ranges, and wrap near or above 16384 counts/s. The rate count values are stored as 4 s accumulations of counts.	CDF	Irradiance	Calibrated
bar_2p_l2_sspc	NASA/NumericalData/BARREL/2P/SlowSpectra/L2/PT32S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 2P X-ray Spectrometer (SSPC) Bremsstrahlung X-ray Spectrum Slow Time Resolution, Level 2, 32 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 2P X-ray Spectrometer (SSPC) Bremsstrahlung X-ray Spectrum Slow Time Resolution, Level 2, 32 s Data [Data set]. NASA Space Physics Data Facility.	SSPC: 256 channels of slow time resolution, 32 s, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. The nominal energy range covered by the 256 channels ranges from 0 MeV to 10 MeV. All channels are combined to a single variable named SSPC.	CDF	Irradiance	Calibrated
bar_2q_l2_ephm	NASA/NumericalData/BARREL/2Q/Ephemeris/L2/PT4S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 2Q Ephemeris (EPHM) Geographic and Magnetic Coordinates, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 2Q Ephemeris (EPHM) Geographic and Magnetic Coordinates, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	Geographic and Magnetic Coordinates: The ephemeris data products, which include the balloon epoch time, latitude, longitude, and altitude, are each returned from the payload once every 4s. Geographic coordinates are obtained from an onboard Global Positioning System, GPS, unit. Magnetic coordinates are derived by using the International Radiation Belt Environment Modeling, IRBEM, FORTRAN library.	CDF	Ephemeris InstrumentStatus	Calibrated
bar_2q_l2_fspc	NASA/NumericalData/BARREL/2Q/FastSpectra/L2/PT0.05S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 2Q X-ray Spectrometer (FSPC) Bremsstrahlung X-ray Spectrum Fast Time Resolution, Level 2, 0.05 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 2Q X-ray Spectrometer (FSPC) Bremsstrahlung X-ray Spectrum Fast Time Resolution, Level 2, 0.05 s Data [Data set]. NASA Space Physics Data Facility.	FSPC: Six channels of fast time resolution, 50 ms, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. Each channel is separated in its own variable: FSPC1a, FSPC1b, FSPC1c, FSPC2, FSPC3, and FSPC4. The nominal energy range covered by the six channels ranges from 0 MeV to 1.5 MeV.	CDF	Irradiance	Calibrated
bar_2q_l2_hkpg	NASA/NumericalData/BARREL/2Q/Housekeeping/L2/PT40S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 2Q Data Processing Unit (HKPG) Analog Housekeeping Voltage, Temperature, Current and Payload Status, Level 2, 40 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 2Q Data Processing Unit (HKPG) Analog Housekeeping Voltage, Temperature, Current and Payload Status, Level 2, 40 s Data [Data set]. NASA Space Physics Data Facility.	Housekeeping voltage, temperature, current, and payload status values returned every 40 s. NOTE: The analog sensor data in these records are based on the nominal BARREL housekeeping layout. Some payloads may have small differences that are not reflected here. If there is specific sensor data that you need that looks questionable, please contact the BARREL team for clarification.	CDF	InstrumentStatus	Calibrated
bar_2q_l2_magn	NASA/NumericalData/BARREL/2Q/Magnetometer/L2/PT0.25S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 2Q Tri-axial Fluxgate Magnetometer (MAGN) Magnetic Field. Data are neither Gain corrected nor despun, Level 2, 0.25 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 2Q Tri-axial Fluxgate Magnetometer (MAGN) Magnetic Field. Data are neither Gain corrected nor despun, Level 2, 0.25 s Data [Data set]. NASA Space Physics Data Facility.	Three axis DC magnetometer data with nominal conversions applied. Data are neither gain corrected nor despun.	CDF	MagneticField	Calibrated
bar_2q_l2_mspc	NASA/NumericalData/BARREL/2Q/Miscellaneous/L2/PT1S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 2Q X-ray Spectrometer (MSPC) Bremsstrahlung X-ray Spectrum Medium Time Resolution, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 2Q X-ray Spectrometer (MSPC) Bremsstrahlung X-ray Spectrum Medium Time Resolution, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	MSPC: 48 channels of medium time resolution, 4 s, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. The nominal energy range covered by the 48 channels ranges from 0 MeV to 4 MeV. All channels are combined to a single variable named MSPC.	CDF	Irradiance	Calibrated
bar_2q_l2_rcnt	NASA/NumericalData/BARREL/2Q/RateCounter/L2/PT4S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 2Q Rate Counter (RCNT) NaI Scintillator Diagnostics, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 2Q Rate Counter (RCNT) NaI Scintillator Diagnostics, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	This data product consists of measurements from rate counters. The rate count data are diagnostic fields, have uncalibrated energy ranges, and wrap near or above 16384 counts/s. The rate count values are stored as 4 s accumulations of counts.	CDF	Irradiance	Calibrated
bar_2q_l2_sspc	NASA/NumericalData/BARREL/2Q/SlowSpectra/L2/PT32S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 2Q X-ray Spectrometer (SSPC) Bremsstrahlung X-ray Spectrum Slow Time Resolution, Level 2, 32 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 2Q X-ray Spectrometer (SSPC) Bremsstrahlung X-ray Spectrum Slow Time Resolution, Level 2, 32 s Data [Data set]. NASA Space Physics Data Facility.	SSPC: 256 channels of slow time resolution, 32 s, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. The nominal energy range covered by the 256 channels ranges from 0 MeV to 10 MeV. All channels are combined to a single variable named SSPC.	CDF	Irradiance	Calibrated
bar_2t_l2_ephm	NASA/NumericalData/BARREL/2T/Ephemeris/L2/PT4S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 2T Ephemeris (EPHM) Geographic and Magnetic Coordinates, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 2T Ephemeris (EPHM) Geographic and Magnetic Coordinates, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	Geographic and Magnetic Coordinates: The ephemeris data products, which include the balloon epoch time, latitude, longitude, and altitude, are each returned from the payload once every 4s. Geographic coordinates are obtained from an onboard Global Positioning System, GPS, unit. Magnetic coordinates are derived by using the International Radiation Belt Environment Modeling, IRBEM, FORTRAN library.	CDF	Ephemeris InstrumentStatus	Calibrated
bar_2t_l2_fspc	NASA/NumericalData/BARREL/2T/FastSpectra/L2/PT0.05S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 2T X-ray Spectrometer (FSPC) Bremsstrahlung X-ray Spectrum Fast Time Resolution, Level 2, 0.05 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 2T X-ray Spectrometer (FSPC) Bremsstrahlung X-ray Spectrum Fast Time Resolution, Level 2, 0.05 s Data [Data set]. NASA Space Physics Data Facility.	FSPC: Six channels of fast time resolution, 50 ms, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. Each channel is separated in its own variable: FSPC1a, FSPC1b, FSPC1c, FSPC2, FSPC3, and FSPC4. The nominal energy range covered by the six channels ranges from 0 MeV to 1.5 MeV.	CDF	Irradiance	Calibrated
bar_2t_l2_hkpg	NASA/NumericalData/BARREL/2T/Housekeeping/L2/PT40S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 2T Data Processing Unit (HKPG) Analog Housekeeping Voltage, Temperature, Current and Payload Status, Level 2, 40 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 2T Data Processing Unit (HKPG) Analog Housekeeping Voltage, Temperature, Current and Payload Status, Level 2, 40 s Data [Data set]. NASA Space Physics Data Facility.	Housekeeping voltage, temperature, current, and payload status values returned every 40 s. NOTE: The analog sensor data in these records are based on the nominal BARREL housekeeping layout. Some payloads may have small differences that are not reflected here. If there is specific sensor data that you need that looks questionable, please contact the BARREL team for clarification.	CDF	InstrumentStatus	Calibrated
bar_2t_l2_magn	NASA/NumericalData/BARREL/2T/Magnetometer/L2/PT0.25S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 2T Tri-axial Fluxgate Magnetometer (MAGN) Magnetic Field. Data are neither Gain corrected nor despun, Level 2, 0.25 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 2T Tri-axial Fluxgate Magnetometer (MAGN) Magnetic Field. Data are neither Gain corrected nor despun, Level 2, 0.25 s Data [Data set]. NASA Space Physics Data Facility.	Three axis DC magnetometer data with nominal conversions applied. Data are neither gain corrected nor despun.	CDF	MagneticField	Calibrated
bar_2t_l2_mspc	NASA/NumericalData/BARREL/2T/Miscellaneous/L2/PT1S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 2T X-ray Spectrometer (MSPC) Bremsstrahlung X-ray Spectrum Medium Time Resolution, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 2T X-ray Spectrometer (MSPC) Bremsstrahlung X-ray Spectrum Medium Time Resolution, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	MSPC: 48 channels of medium time resolution, 4 s, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. The nominal energy range covered by the 48 channels ranges from 0 MeV to 4 MeV. All channels are combined to a single variable named MSPC.	CDF	Irradiance	Calibrated
bar_2t_l2_rcnt	NASA/NumericalData/BARREL/2T/RateCounter/L2/PT4S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 2T Rate Counter (RCNT) NaI Scintillator Diagnostics, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 2T Rate Counter (RCNT) NaI Scintillator Diagnostics, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	This data product consists of measurements from rate counters. The rate count data are diagnostic fields, have uncalibrated energy ranges, and wrap near or above 16384 counts/s. The rate count values are stored as 4 s accumulations of counts.	CDF	Irradiance	Calibrated
bar_2t_l2_sspc	NASA/NumericalData/BARREL/2T/SlowSpectra/L2/PT32S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 2T X-ray Spectrometer (SSPC) Bremsstrahlung X-ray Spectrum Slow Time Resolution, Level 2, 32 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 2T X-ray Spectrometer (SSPC) Bremsstrahlung X-ray Spectrum Slow Time Resolution, Level 2, 32 s Data [Data set]. NASA Space Physics Data Facility.	SSPC: 256 channels of slow time resolution, 32 s, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. The nominal energy range covered by the 256 channels ranges from 0 MeV to 10 MeV. All channels are combined to a single variable named SSPC.	CDF	Irradiance	Calibrated
bar_2w_l2_ephm	NASA/NumericalData/BARREL/2W/Ephemeris/L2/PT4S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 2W Ephemeris (EPHM) Geographic and Magnetic Coordinates, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 2W Ephemeris (EPHM) Geographic and Magnetic Coordinates, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	Geographic and Magnetic Coordinates: The ephemeris data products, which include the balloon epoch time, latitude, longitude, and altitude, are each returned from the payload once every 4s. Geographic coordinates are obtained from an onboard Global Positioning System, GPS, unit. Magnetic coordinates are derived by using the International Radiation Belt Environment Modeling, IRBEM, FORTRAN library.	CDF	Ephemeris InstrumentStatus	Calibrated
