cdf_metadata_type	character_num	dimension	cdf_variable_type	OOOOO	data_product_name	parameter_key	units	units_conversion	name	description	measurement_type	parameter_keyword	type	quantity	qualifier	instrument_id_000	instrument_id_001	coordinate_system_name	coordinate_representation	element__name_0	element__name_1	element__name_2	element__name_3
CDF_REAL4	1	1:[192]	T/T	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_V2V4_V1V4	V^2/Hz		Burst Cross Spectra, Real Part, Ch. 0: V2-V4, Ch. 1: V1-V4	Burst Cross Spectra, Real Part, Channel 0: V2-V4 Dipole Antenna Signal, Channel 1: V1-V4 Dipole Antenna Signal	Waves.Passive Spectrum	Wave	PlasmaWaves	Intensity	Array CrossSpectrum	ParkerSolarProbe/FIELDS/RFS/HFR ParkerSolarProbe/FIELDS/RFS/LFR ParkerSolarProbe/FIELDS/V2 ParkerSolarProbe/FIELDS/V4 ParkerSolarProbe/FIELDS/V1 ParkerSolarProbe/FIELDS/V4							
CDF_REAL4	1	1:[192]	T/T	OOOOO	psp_fld_l2_rfs_burst	frequency_burst_cross_re_V2V4_V1V4	Hz		Frequencies, Burst Cross Spectra, Real Part, Ch. 0: V2-V4, Ch. 1: V1-V4	Frequencies, Burst Cross Spectra, Real Part, Channel 0: V2-V4 Dipole Antenna Signal, Channel 1: V1-V4 Dipole Antenna Signal		Wave	PlasmaWaves	Frequency	Array								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_V2V4_V1V4_gain			Gain Flag, Burst Cross Spectra, Real Part, Ch. 0: V2-V4, Ch. 1: V1-V4	Gain Flag, Burst Cross Spectra, Real Part, Channel 0: V2-V4 Dipole Antenna Signal, Channel 1: V1-V4 Dipole Antenna Signal	InstrumentStatus	Support		InstrumentMode	Scalar								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_V2V4_V1V4_nsum			Number of Spectra summed, Burst Cross Spectra, Real Part, Ch. 0: V2-V4, Ch. 1: V1-V4	Burst Number of Spectra summed, Burst Cross Spectra, Real Part, Channel 0: V2-V4 Dipole Antenna Signal, Channel 1: V1-V4 Dipole Antenna Signal		Support		Other	Scalar								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_V2V4_V1V4_hl			Overrange Flag, Burst Cross Spectra, Real Part, Ch. 0: V2-V4, Ch. 1: V1-V4	Overrange Flag, Burst Cross Spectra, Real Part, Channel 0: V2-V4 Dipole Antenna Signal, Channel 1: V1-V4 Dipole Antenna Signal	InstrumentStatus	Support		InstrumentMode	Scalar								
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	epoch_burst_cross_re_V2V4_SCM	ns	1.0e-9&gt;s	Epoch Time, Burst Cross Spectra, Real Part, Ch. 0: V2-V4, Ch. 1: SCM	Epoch Time, Burst Cross Spectra, Real Part, Channel 0: V2-V4 Dipole Antenna Signal, Channel 1: Search Coil Magnetometer, SCM, Signal		Support		Temporal									
CDF_REAL4	1	1:[192]	T/T	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_V2V4_SCM	V^2/Hz		Burst Cross Spectra, Real Part, Ch. 0: V2-V4, Ch. 1: SCM	Burst Cross Spectra, Real Part, Channel 0: V2-V4 Dipole Antenna Signal, Channel 1: Search Coil Magnetometer, SCM, Signal	Waves.Passive Spectrum	Wave	PlasmaWaves	Intensity	Array CrossSpectrum	ParkerSolarProbe/FIELDS/RFS/HFR ParkerSolarProbe/FIELDS/RFS/LFR ParkerSolarProbe/FIELDS/V2 ParkerSolarProbe/FIELDS/V4 ParkerSolarProbe/FIELDS/SCM							
CDF_REAL4	1	1:[192]	T/T	OOOOO	psp_fld_l2_rfs_burst	frequency_burst_cross_re_V2V4_SCM	Hz		Frequencies, Burst Cross Spectra, Real Part, Ch. 0: V2-V4, Ch. 1: SCM	Frequencies, Burst Cross Spectra, Real Part, Channel 0: V2-V4 Dipole Antenna Signal, Channel 1: Search Coil Magnetometer, SCM, Signal		Wave	PlasmaWaves	Frequency	Array								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_V2V4_SCM_gain			Gain Flag, Burst Cross Spectra, Real Part, Ch. 0: V2-V4, Ch. 1: SCM	Gain Flag, Burst Cross Spectra, Real Part, Channel 0: V2-V4 Dipole Antenna Signal, Channel 1: Search Coil Magnetometer, SCM, Signal	InstrumentStatus	Support		InstrumentMode	Scalar								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_V2V4_SCM_nsum			Number of Spectra summed, Burst Cross Spectra, Real Part, Ch. 0: V2-V4, Ch. 1: SCM	Burst Number of Spectra summed, Burst Cross Spectra, Real Part, Channel 0: V2-V4 Dipole Antenna Signal, Channel 1: Search Coil Magnetometer, SCM, Signal		Support		Other	Scalar								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_V2V4_SCM_hl			Overrange Flag, Burst Cross Spectra, Real Part, Ch. 0: V2-V4, Ch. 1: SCM	Overrange Flag, Burst Cross Spectra, Real Part, Channel 0: V2-V4 Dipole Antenna Signal, Channel 1: Search Coil Magnetometer, SCM, Signal	InstrumentStatus	Support		InstrumentMode	Scalar								
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	epoch_burst_cross_re_V2V4_V2	ns	1.0e-9&gt;s	Epoch Time, Burst Cross Spectra, Real Part, Ch. 0: V2-V4, Ch. 1: V2	Epoch Time, Burst Cross Spectra, Real Part, Channel 0: V2-V4 Dipole Antenna Signal, Channel 1: V2 Monopole Antenna Signal		Support		Temporal									
CDF_REAL4	1	1:[192]	T/T	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_V2V4_V2	V^2/Hz		Burst Cross Spectra, Real Part, Ch. 0: V2-V4, Ch. 1: V2	Burst Cross Spectra, Real Part, Channel 0: V2-V4 Dipole Antenna Signal, Channel 1: V2 Monopole Antenna Signal	Waves.Passive Spectrum	Wave	PlasmaWaves	Intensity	Array CrossSpectrum	ParkerSolarProbe/FIELDS/RFS/HFR ParkerSolarProbe/FIELDS/RFS/LFR ParkerSolarProbe/FIELDS/V2 ParkerSolarProbe/FIELDS/V4 ParkerSolarProbe/FIELDS/V2							
CDF_REAL4	1	1:[192]	T/T	OOOOO	psp_fld_l2_rfs_burst	frequency_burst_cross_re_V2V4_V2	Hz		Frequencies, Burst Cross Spectra, Real Part, Ch. 0: V2-V4, Ch. 1: V2	Frequencies, Burst Cross Spectra, Real Part, Channel 0: V2-V4 Dipole Antenna Signal, Channel 1: V2 Monopole Antenna Signal		Wave	PlasmaWaves	Frequency	Array								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_V2V4_V2_gain			Gain Flag, Burst Cross Spectra, Real Part, Ch. 0: V2-V4, Ch. 1: V2	Gain Flag, Burst Cross Spectra, Real Part, Channel 0: V2-V4 Dipole Antenna Signal, Channel 1: V2 Monopole Antenna Signal	InstrumentStatus	Support		InstrumentMode	Scalar								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_V2V4_V2_nsum			Number of Spectra summed, Burst Cross Spectra, Real Part, Ch. 0: V2-V4, Ch. 1: V2	Burst Number of Spectra summed, Burst Cross Spectra, Real Part, Channel 0: V2-V4 Dipole Antenna Signal, Channel 1: V2 Monopole Antenna Signal		Support		Other	Scalar								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_V2V4_V2_hl			Overrange Flag, Burst Cross Spectra, Real Part, Ch. 0: V2-V4, Ch. 1: V2	Overrange Flag, Burst Cross Spectra, Real Part, Channel 0: V2-V4 Dipole Antenna Signal, Channel 1: V2 Monopole Antenna Signal	InstrumentStatus	Support		InstrumentMode	Scalar								
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	epoch_burst_cross_re_V2V4_V4	ns	1.0e-9&gt;s	Epoch Time, Burst Cross Spectra, Real Part, Ch. 0: V2-V4, Ch. 1: V4	Epoch Time, Burst Cross Spectra, Real Part, Channel 0: V2-V4 Dipole Antenna Signal, Channel 1: V4 Monopole Antenna Signal		Support		Temporal									
CDF_REAL4	1	1:[192]	T/T	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_V2V4_V4	V^2/Hz		Burst Cross Spectra, Real Part, Ch. 0: V2-V4, Ch. 1: V4	Burst Cross Spectra, Real Part, Channel 0: V2-V4 Dipole Antenna Signal, Channel 1: V4 Monopole Antenna Signal	Waves.Passive Spectrum	Wave	PlasmaWaves	Intensity	Array CrossSpectrum	ParkerSolarProbe/FIELDS/RFS/HFR ParkerSolarProbe/FIELDS/RFS/LFR ParkerSolarProbe/FIELDS/V2 ParkerSolarProbe/FIELDS/V4 ParkerSolarProbe/FIELDS/V4							
CDF_REAL4	1	1:[192]	T/T	OOOOO	psp_fld_l2_rfs_burst	frequency_burst_cross_re_V2V4_V4	Hz		Frequencies, Burst Cross Spectra, Real Part, Ch. 0: V2-V4, Ch. 1: V4	Frequencies, Burst Cross Spectra, Real Part, Channel 0: V2-V4 Dipole Antenna Signal, Channel 1: V4 Monopole Antenna Signal		Wave	PlasmaWaves	Frequency	Array								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_V2V4_V4_gain			Gain Flag, Burst Cross Spectra, Real Part, Ch. 0: V2-V4, Ch. 1: V4	Gain Flag, Burst Cross Spectra, Real Part, Channel 0: V2-V4 Dipole Antenna Signal, Channel 1: V4 Monopole Antenna Signal	InstrumentStatus	Support		InstrumentMode	Scalar								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_V2V4_V4_nsum			Number of Spectra summed, Burst Cross Spectra, Real Part, Ch. 0: V2-V4, Ch. 1: V4	Burst Number of Spectra summed, Burst Cross Spectra, Real Part, Channel 0: V2-V4 Dipole Antenna Signal, Channel 1: V4 Monopole Antenna Signal		Support		Other	Scalar								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_V2V4_V4_hl			Overrange Flag, Burst Cross Spectra, Real Part, Ch. 0: V2-V4, Ch. 1: V4	Overrange Flag, Burst Cross Spectra, Real Part, Channel 0: V2-V4 Dipole Antenna Signal, Channel 1: V4 Monopole Antenna Signal	InstrumentStatus	Support		InstrumentMode	Scalar								
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	epoch_burst_cross_re_V2V4_GND	ns	1.0e-9&gt;s	Epoch Time, Burst Cross Spectra, Real Part, Ch. 0: V2-V4, Ch. 1: GND	Epoch Time, Burst Cross Spectra, Real Part, Channel 0: V2-V4 Dipole Antenna Signal, Channel 1: Ground, GND, Signal		Support		Temporal									
CDF_REAL4	1	1:[192]	T/T	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_V2V4_GND	V^2/Hz		Burst Cross Spectra, Real Part, Ch. 0: V2-V4, Ch. 1: GND	Burst Cross Spectra, Real Part, Channel 0: V2-V4 Dipole Antenna Signal, Channel 1: Ground, GND, Signal	Waves.Passive Spectrum	Wave	PlasmaWaves	Intensity	Array CrossSpectrum	ParkerSolarProbe/FIELDS/RFS/HFR ParkerSolarProbe/FIELDS/RFS/LFR ParkerSolarProbe/FIELDS/V2 ParkerSolarProbe/FIELDS/V4							
CDF_REAL4	1	1:[192]	T/T	OOOOO	psp_fld_l2_rfs_burst	frequency_burst_cross_re_V2V4_GND	Hz		Frequencies, Burst Cross Spectra, Real Part, Ch. 0: V2-V4, Ch. 1: GND	Frequencies, Burst Cross Spectra, Real Part, Channel 0: V2-V4 Dipole Antenna Signal, Channel 1: Ground, GND, Signal		Wave	PlasmaWaves	Frequency	Array								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_V2V4_GND_gain			Gain Flag, Burst Cross Spectra, Real Part, Ch. 0: V2-V4, Ch. 1: GND	Gain Flag, Burst Cross Spectra, Real Part, Channel 0: V2-V4 Dipole Antenna Signal, Channel 1: Ground, GND, Signal	InstrumentStatus	Support		InstrumentMode	Scalar								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_V2V4_GND_nsum			Number of Spectra summed, Burst Cross Spectra, Real Part, Ch. 0: V2-V4, Ch. 1: GND	Burst Number of Spectra summed, Burst Cross Spectra, Real Part, Channel 0: V2-V4 Dipole Antenna Signal, Channel 1: Ground, GND, Signal		Support		Other	Scalar								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_V2V4_GND_hl			Overrange Flag, Burst Cross Spectra, Real Part, Ch. 0: V2-V4, Ch. 1: GND	Overrange Flag, Burst Cross Spectra, Real Part, Channel 0: V2-V4 Dipole Antenna Signal, Channel 1: Ground, GND, Signal	InstrumentStatus	Support		InstrumentMode	Scalar								
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	epoch_burst_cross_re_SCM_V3V4	ns	1.0e-9&gt;s	Epoch Time, Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: V3-V4	Epoch Time, Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: V3-V4 Dipole Antenna Signal		Support		Temporal									
CDF_REAL4	1	1:[192]	T/T	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_SCM_V3V4	V^2/Hz		Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: V3-V4	Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: V3-V4 Dipole Antenna Signal	Waves.Passive Spectrum	Wave	PlasmaWaves	Intensity	Array CrossSpectrum	ParkerSolarProbe/FIELDS/RFS/HFR ParkerSolarProbe/FIELDS/RFS/LFR ParkerSolarProbe/FIELDS/SCM ParkerSolarProbe/FIELDS/V3 ParkerSolarProbe/FIELDS/V4							
CDF_REAL4	1	1:[192]	T/T	OOOOO	psp_fld_l2_rfs_burst	frequency_burst_cross_re_SCM_V3V4	Hz		Frequencies, Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: V3-V4	Frequencies, Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: V3-V4 Dipole Antenna Signal		Wave	PlasmaWaves	Frequency	Array								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_SCM_V3V4_gain			Gain Flag, Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: V3-V4	Gain Flag, Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: V3-V4 Dipole Antenna Signal	InstrumentStatus	Support		InstrumentMode	Scalar								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_SCM_V3V4_nsum			Number of Spectra summed, Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: V3-V4	Burst Number of Spectra summed, Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: V3-V4 Dipole Antenna Signal		Support		Other	Scalar								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_SCM_V3V4_hl			Overrange Flag, Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: V3-V4	Overrange Flag, Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: V3-V4 Dipole Antenna Signal	InstrumentStatus	Support		InstrumentMode	Scalar								
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	epoch_burst_cross_re_SCM_V3V2	ns	1.0e-9&gt;s	Epoch Time, Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: V3-V2	Epoch Time, Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: V3-V2 Dipole Antenna Signal		Support		Temporal									
CDF_REAL4	1	1:[192]	T/T	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_SCM_V3V2	V^2/Hz		Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: V3-V2	Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: V3-V2 Dipole Antenna Signal	Waves.Passive Spectrum	Wave	PlasmaWaves	Intensity	Array CrossSpectrum	ParkerSolarProbe/FIELDS/RFS/HFR ParkerSolarProbe/FIELDS/RFS/LFR ParkerSolarProbe/FIELDS/SCM ParkerSolarProbe/FIELDS/V2 ParkerSolarProbe/FIELDS/V3							
CDF_REAL4	1	1:[192]	T/T	OOOOO	psp_fld_l2_rfs_burst	frequency_burst_cross_re_SCM_V3V2	Hz		Frequencies, Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: V3-V2	Frequencies, Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: V3-V2 Dipole Antenna Signal		Wave	PlasmaWaves	Frequency	Array								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_SCM_V3V2_gain			Gain Flag, Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: V3-V2	Gain Flag, Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: V3-V2 Dipole Antenna Signal	InstrumentStatus	Support		InstrumentMode	Scalar								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_SCM_V3V2_nsum			Number of Spectra summed, Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: V3-V2	Burst Number of Spectra summed, Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: V3-V2 Dipole Antenna Signal		Support		Other	Scalar								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_SCM_V3V2_hl			Overrange Flag, Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: V3-V2	Overrange Flag, Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: V3-V2 Dipole Antenna Signal	InstrumentStatus	Support		InstrumentMode	Scalar								
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	epoch_burst_cross_re_SCM_V1V4	ns	1.0e-9&gt;s	Epoch Time, Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: V1-V4	Epoch Time, Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: V1-V4 Dipole Antenna Signal		Support		Temporal									
CDF_REAL4	1	1:[192]	T/T	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_SCM_V1V4	V^2/Hz		Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: V1-V4	Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: V1-V4 Dipole Antenna Signal	Waves.Passive Spectrum	Wave	PlasmaWaves	Intensity	Array CrossSpectrum	ParkerSolarProbe/FIELDS/RFS/HFR ParkerSolarProbe/FIELDS/RFS/LFR ParkerSolarProbe/FIELDS/SCM ParkerSolarProbe/FIELDS/V1 ParkerSolarProbe/FIELDS/V4							
CDF_REAL4	1	1:[192]	T/T	OOOOO	psp_fld_l2_rfs_burst	frequency_burst_cross_re_SCM_V1V4	Hz		Frequencies, Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: V1-V4	Frequencies, Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: V1-V4 Dipole Antenna Signal		Wave	PlasmaWaves	Frequency	Array								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_SCM_V1V4_gain			Gain Flag, Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: V1-V4	Gain Flag, Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: V1-V4 Dipole Antenna Signal	InstrumentStatus	Support		InstrumentMode	Scalar								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_SCM_V1V4_nsum			Number of Spectra summed, Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: V1-V4	Burst Number of Spectra summed, Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: V1-V4 Dipole Antenna Signal		Support		Other	Scalar								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_SCM_V1V4_hl			Overrange Flag, Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: V1-V4	Overrange Flag, Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: V1-V4 Dipole Antenna Signal	InstrumentStatus	Support		InstrumentMode	Scalar								
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	epoch_burst_cross_re_SCM_SCM	ns	1.0e-9&gt;s	Epoch Time, Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: SCM	Epoch Time, Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: Search Coil Magnetometer, SCM, Signal		Support		Temporal									
CDF_REAL4	1	1:[192]	T/T	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_SCM_SCM	V^2/Hz		Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: SCM	Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: Search Coil Magnetometer, SCM, Signal	Waves.Passive Spectrum	Wave	PlasmaWaves	Intensity	Array CrossSpectrum	ParkerSolarProbe/FIELDS/RFS/HFR ParkerSolarProbe/FIELDS/RFS/LFR ParkerSolarProbe/FIELDS/SCM ParkerSolarProbe/FIELDS/SCM							
CDF_REAL4	1	1:[192]	T/T	OOOOO	psp_fld_l2_rfs_burst	frequency_burst_cross_re_SCM_SCM	Hz		Frequencies, Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: SCM	Frequencies, Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: Search Coil Magnetometer, SCM, Signal		Wave	PlasmaWaves	Frequency	Array								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_SCM_SCM_gain			Gain Flag, Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: SCM	Gain Flag, Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: Search Coil Magnetometer, SCM, Signal	InstrumentStatus	Support		InstrumentMode	Scalar								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_SCM_SCM_nsum			Number of Spectra summed, Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: SCM	Burst Number of Spectra summed, Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: Search Coil Magnetometer, SCM, Signal		Support		Other	Scalar								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_SCM_SCM_hl			Overrange Flag, Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: SCM	Overrange Flag, Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: Search Coil Magnetometer, SCM, Signal	InstrumentStatus	Support		InstrumentMode	Scalar								
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	epoch_burst_cross_re_SCM_V2	ns	1.0e-9&gt;s	Epoch Time, Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: V2	Epoch Time, Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: V2 Monopole Antenna Signal		Support		Temporal									
CDF_REAL4	1	1:[192]	T/T	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_SCM_V2	V^2/Hz		Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: V2	Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: V2 Monopole Antenna Signal	Waves.Passive Spectrum	Wave	PlasmaWaves	Intensity	Array CrossSpectrum	ParkerSolarProbe/FIELDS/RFS/HFR ParkerSolarProbe/FIELDS/RFS/LFR ParkerSolarProbe/FIELDS/SCM ParkerSolarProbe/FIELDS/V2							
CDF_REAL4	1	1:[192]	T/T	OOOOO	psp_fld_l2_rfs_burst	frequency_burst_cross_re_SCM_V2	Hz		Frequencies, Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: V2	Frequencies, Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: V2 Monopole Antenna Signal		Wave	PlasmaWaves	Frequency	Array								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_SCM_V2_gain			Gain Flag, Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: V2	Gain Flag, Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: V2 Monopole Antenna Signal	InstrumentStatus	Support		InstrumentMode	Scalar								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_SCM_V2_nsum			Number of Spectra summed, Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: V2	Burst Number of Spectra summed, Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: V2 Monopole Antenna Signal		Support		Other	Scalar								
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	psp_fld_l2_rfs_burst_cross_re_SCM_V2_hl			Overrange Flag, Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: V2	Overrange Flag, Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: V2 Monopole Antenna Signal	InstrumentStatus	Support		InstrumentMode	Scalar								
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_burst	epoch_burst_cross_re_SCM_V4	ns	1.0e-9&gt;s	Epoch Time, Burst Cross Spectra, Real Part, Ch. 0: SCM, Ch. 1: V4	Epoch Time, Burst Cross Spectra, Real Part, Channel 0: Search Coil Magnetometer, SCM, Signal, Channel 1: V4 Monopole Antenna Signal		Support		Temporal									
